city,country,state
Cerca la Source,Haiti,Centre
Tachilek,Myanmar,Shan State
Guapimirim,Brazil,Rio de Janeiro
Shahr-e Babak,Iran,Kerman
Chieti,Italy,Abruzzo
Rovigo,Italy,Veneto
Sao Miguel do Guama,Brazil,Para
Guarne,Colombia,Antioquia
Qabb Elias,Lebanon,Beqaa
Bozeman,United States,Montana
Mandvi,India,Gujarat
Bantacan,Philippines,Davao de Oro
North Bay,Canada,Ontario
Knysna,South Africa,Western Cape
Pau d'Alho,Brazil,Pernambuco
Horsham,United Kingdom,West Sussex
Zhexiang,China,Yunnan
Bhavani,India,Tamil Nadu
Butare,Rwanda,Southern Province
Ocampo,Philippines,Camarines Sur
Tucuru,Guatemala,Alta Verapaz
Scandicci,Italy,Tuscany
Sidlaghatta,India,Karnataka
Kizhake Chalakudi,India,Kerala
Ribeira do Pombal,Brazil,Bahia
Uzlovaya,Russia,Tul’skaya Oblast’
Cumanayagua,Cuba,Cienfuegos
Ravensburg,Germany,Baden-Wurttemberg
Trairi,Brazil,Ceara
Utrera,Spain,Andalusia
Susangerd,Iran,Khuzestan
Arao,Japan,Kumamoto
Kalawana,Sri Lanka,Sabaragamuwa
Satte,Japan,Saitama
Nenton,Guatemala,Huehuetenango
Cutervo,Peru,Cajamarca
Santa Cruz del Sur,Cuba,Camaguey
Montijo,Portugal,Setúbal
Kyzyl-Kyya,Kyrgyzstan,Batken
Severomorsk,Russia,Murmanskaya Oblast’
Willich,Germany,North Rhine-Westphalia
Tadmur,Syria,Hims
Misterbianco,Italy,Sicilia
Hassan Abdal,Pakistan,Punjab
Marpalli,India,Andhra Pradesh
Humaita,Brazil,Amazonas
Rastatt,Germany,Baden-Wurttemberg
Rongat,India,Andaman and Nicobar Islands
Cheremkhovo,Russia,Irkutskaya Oblast’
Segovia,Spain,Castille-Leon
Sibsagar,India,Assam
San Narciso,Philippines,Quezon
Cuyotenango,Guatemala,Suchitepequez
Laksar,India,Uttarakhand
Twin Falls,United States,Idaho
Douyu,China,Hebei
Repalle,India,Andhra Pradesh
Chinnamanur,India,Tamil Nadu
Sakubva,Zimbabwe,Manicaland
Snezhinsk,Russia,Chelyabinskaya Oblast’
Laval,France,Pays de la Loire
Kuchaiburi,India,Odisha
Hannan,Japan,Osaka
Zabid,Yemen,Al Hudaydah
Nanao,Japan,Ishikawa
Fangcun,China,Hebei
Hilsa,India,Bihar
Vyara,India,Gujarat
Timbauba,Brazil,Pernambuco
Enid,United States,Oklahoma
Sakaidecho,Japan,Kagawa
Padrauna,India,Uttar Pradesh
Dunwoody,United States,Georgia
Levittown,United States,Pennsylvania
Arles,France,Provence-Alpes-Cote d’Azur
Jesus Menendez,Cuba,Las Tunas
Palm Desert,United States,California
Houten,Netherlands,Utrecht
Esher,United Kingdom,Surrey
Bas Limbe,Haiti,Nord
Goslar,Germany,Lower Saxony
Gombong,Indonesia,Jawa Tengah
Irondequoit,United States,New York
Pardwal,India,Himachal Pradesh
Campos do Jordao,Brazil,Sao Paulo
Nazarovo,Russia,Krasnoyarskiy Kray
Uman,Mexico,Yucatan
Guisa,Cuba,Granma
Pontal,Brazil,Sao Paulo
Yuki,Japan,Ibaraki
Aringay,Philippines,La Union
Kalamansig,Philippines,Sultan Kudarat
East Hartford,United States,Connecticut
Naugachhia,India,Bihar
Sujanpur,India,Punjab
Kyotango,Japan,KyOto
Mozhga,Russia,Udmurtiya
Ye,Myanmar,Mon State
Kirishi,Russia,Leningradskaya Oblast’
Cuyahoga Falls,United States,Ohio
Goba,Ethiopia,Oromiya
Louveira,Brazil,Sao Paulo
Miyako,Japan,Iwate
Kizlyar,Russia,Dagestan
Cataingan,Philippines,Masbate
Goshogawara,Japan,Aomori
Peine,Germany,Lower Saxony
Susono,Japan,Shizuoka
Cermik,Turkey,Diyarbakır
Moss,Norway,Viken
Fafe,Portugal,Braga
Nicoya,Costa Rica,Guanacaste
Nakagawa,Japan,Fukuoka
Bani Walid,Libya,Misratah
Marana,United States,Arizona
Higashiura,Japan,Aichi
Novovyatsk,Russia,Kirovskaya Oblast’
Mishawaka,United States,Indiana
Pozi,Taiwan,Chiayi
Turtkul,Uzbekistan,Qoraqalpog‘iston
Longwan,China,Hebei
Beloeil,Canada,Quebec
El Jem,Tunisia,Mahdia
Santa Lucia del Camino,Mexico,Oaxaca
Mahalapye,Botswana,Central
Pulawy,Poland,Lubelskie
Mweka,Congo (Kinshasa),Kasai
Columbus,United States,Indiana
Haskah Menah,Afghanistan,Nangarhar
Troy,United States,New York
Belleville,Canada,Ontario
Beruniy,Uzbekistan,Qoraqalpog‘iston
Gloria,Philippines,Oriental Mindoro
Milford city,United States,Connecticut
Northwich,United Kingdom,Cheshire West and Chester
Peddapuram,India,Andhra Pradesh
Yasu,Japan,Shiga
Collierville,United States,Tennessee
Yerba Buena,Argentina,Tucuman
Chbar Mon,Cambodia,Kampong Speu
Baranoa,Colombia,Atlantico
Santiago,Brazil,Rio Grande do Sul
Shakhtarsk,Ukraine,Donetska Oblast
Ghulakandoz,Tajikistan,Sughd
La Calera,Chile,Valparaiso
Herning,Denmark,Midtjylland
Metema,Ethiopia,amara
Nichinan,Japan,Miyazaki
Sittard,Netherlands,Limburg
Silkeborg,Denmark,Midtjylland
Donsol,Philippines,Sorsogon
Lorrach,Germany,Baden-Wurttemberg
Tebourba,Tunisia,Manouba
Ikot Okoro,Nigeria,Akwa Ibom
Qinhe,China,Shanxi
El Nido,Philippines,Palawan
Clacton-on-Sea,United Kingdom,Essex
Grapevine,United States,Texas
Nettuno,Italy,Lazio
Amulung,Philippines,Cagayan
Artur Nogueira,Brazil,Sao Paulo
Kabarore,Rwanda,Eastern Province
Starogard Gdanski,Poland,Pomorskie
Mirabel,Canada,Quebec
Nahuizalco,El Salvador,Sonsonate
San Ignacio,Paraguay,Misiones
Weert,Netherlands,Limburg
Parasia,India,Madhya Pradesh
Wao,Philippines,Lanao del Sur
Biaora,India,Madhya Pradesh
Chinu,Colombia,Cordoba
Amora,Portugal,Setúbal
Aqchah,Afghanistan,Jowzjan
Chatra,India,Jharkhand
Tajura',Libya,Tarabulus
Bhadrachalam,India,Andhra Pradesh
Emden,Germany,Lower Saxony
Ardea,Italy,Lazio
Penablanca,Philippines,Cagayan
Baicheng,China,Xinjiang
Tammampatti,India,Tamil Nadu
Wandan,Taiwan,Pingtung
Summerville,United States,South Carolina
Casalnuovo di Napoli,Italy,Campania
Pananaw,Philippines,Sulu
Palpala,Argentina,Jujuy
Sihora,India,Madhya Pradesh
Huanghuajie,China,Yunnan
Macaubas,Brazil,Bahia
Rivoli,Italy,Piedmont
Nanjian,China,Yunnan
Xiazhai,China,Guizhou
Kameyama,Japan,Mie
Sao Joaquim da Barra,Brazil,Sao Paulo
Erftstadt,Germany,North Rhine-Westphalia
Downers Grove,United States,Illinois
Alta Floresta,Brazil,Mato Grosso
Cerquilho Velho,Brazil,Sao Paulo
Mantova,Italy,Lombardy
Murray,United States,Utah
Vargem Grande Paulista,Brazil,Sao Paulo
Lindong,China,Inner Mongolia
Sojat,India,Rajasthan
Bhainsa,India,Andhra Pradesh
Borovichi,Russia,Novgorodskaya Oblast’
Santa Lucia,Cuba,Holguin
Aarsal,Lebanon,Baalbek-Hermel
Zargar,Tajikistan,Khatlon
Itarare,Brazil,Sao Paulo
Chhagalnaiya,Bangladesh,Chattogram
Perambalur,India,Tamil Nadu
Deressia,Chad,Tandjile
Roslavl,Russia,Smolenskaya Oblast’
Haripur,Pakistan,Khyber Pakhtunkhwa
Gogrial,South Sudan,Warrap
Shankou,China,Guangdong
Haverford,United States,Pennsylvania
Miyoshi,Japan,Hiroshima
Pontevedra,Philippines,Capiz
IJmuiden,Netherlands,Noord-Holland
Albi,France,Occitanie
Sesto Fiorentino,Italy,Tuscany
Catalina Foothills,United States,Arizona
Sardasht,Iran,azarbayjan-e Gharbi
East Honolulu,United States,Hawaii
Upper Buchanan,Liberia,Grand Bassa
Shawinigan,Canada,Quebec
Tepeapulco,Mexico,Hidalgo
Paine,Chile,Region Metropolitana
Kahemba,Congo (Kinshasa),Kwango
Phalodi,India,Rajasthan
Ceel Dheere,Somalia,Galguduud
Godinlabe,Somalia,Galguduud
Sechura,Peru,Piura
Porvoo,Finland,Uusimaa
Nohar,India,Rajasthan
Al Wajh,Saudi Arabia,Tabuk
Abu Hamad,Sudan,River Nile
Nenjiang,China,Heilongjiang
Jiuzhou,China,Hebei
Harderwijk,Netherlands,Gelderland
Heidenheim,Germany,Baden-Wurttemberg
Draper,United States,Utah
Alcala,Philippines,Pangasinan
Ejeda,Madagascar,Toliara
Grasse,France,Provence-Alpes-Cote d’Azur
Chikugo,Japan,Fukuoka
Leonberg,Germany,Baden-Wurttemberg
Bigadic,Turkey,Balıkesir
Chomutov,Czechia,Ústecký Kraj
Vryburg,South Africa,North West
Mailiao,Taiwan,Yunlin
Menggala,Indonesia,Lampung
Buguruslan,Russia,Orenburgskaya Oblast’
Kapadvanj,India,Gujarat
Frankenthal,Germany,Rhineland-Palatinate
Xankandi,Azerbaijan,Xankəndi
Slonim,Belarus,Hrodzyenskaya Voblasts’
Concepcion,Argentina,Tucuman
Gediz,Turkey,Kutahya
Santa Rita,Philippines,Pampanga
Majalgaon,India,Maharashtra
Cine,Turkey,Aydın
Bergkamen,Germany,North Rhine-Westphalia
Prattipadu,India,Andhra Pradesh
Mojo,Ethiopia,Oromiya
`Akko,Israel,Northern
Karapinar,Turkey,Konya
Gualan,Guatemala,Zacapa
Sosua,Dominican Republic,Cibao Norte
Sulleru,India,Andhra Pradesh
Carmen de Viboral,Colombia,Antioquia
Sesimbra,Portugal,Setúbal
Noshiromachi,Japan,Akita
Rosario,Philippines,Agusan del Sur
Lucan,Ireland,South Dublin
Adeje,Spain,Canary Islands
Tomisato,Japan,Chiba
Suzaka,Japan,Nagano
Godda,India,Jharkhand
Dumarao,Philippines,Capiz
Ridder,Kazakhstan,
Batajnica,Serbia,Beograd
Chesterfield,United States,Missouri
Zyryanovsk,Kazakhstan,
Zongshizhuang,China,Hebei
Gronau,Germany,North Rhine-Westphalia
Mbouda,Cameroon,Ouest
Arakli,Turkey,Trabzon
Smethwick,United Kingdom,Sandwell
Cimitarra,Colombia,Santander
Guaxupe,Brazil,Minas Gerais
Liujiaxia,China,Gansu
Bedford,United States,Texas
Berber,Sudan,River Nile
Tokamachi,Japan,Niigata
Bad Oeynhausen,Germany,North Rhine-Westphalia
Maria la Baja,Colombia,Bolivar
Wofotang,China,Hebei
Odiongan,Philippines,Romblon
Hikari,Japan,Yamaguchi
St. Louis Park,United States,Minnesota
Viana,Brazil,Maranhao
Waalwijk,Netherlands,Noord-Brabant
Kiblawan,Philippines,Davao del Sur
Jiashizhuang,China,Hebei
Ozgon,Kyrgyzstan,Osh
Donglizhuang,China,Hebei
Okhtyrka,Ukraine,Sumska Oblast
Muhanga,Rwanda,Southern Province
Chioggia,Italy,Veneto
Azusa,United States,California
Asakura,Japan,Fukuoka
Villaguay,Argentina,Entre Rios
Kilvisharam,India,Tamil Nadu
East Brunswick,United States,New Jersey
Nomimachi,Japan,Ishikawa
Vargem Grande,Brazil,Maranhao
Pio Duran,Philippines,Albay
Dulag,Philippines,Leyte
Nowshahr,Iran,Mazandaran
Midori,Japan,Gunma
Welwyn Garden City,United Kingdom,Hertfordshire
Empoli,Italy,Tuscany
Carmen,Philippines,Bohol
Vinzons,Philippines,Camarines Norte
Ad Darwa,Morocco,Casablanca-Settat
Samaniego,Colombia,Nariño
Minalin,Philippines,Pampanga
Euclid,United States,Ohio
Cwmbran,United Kingdom,Torfaen
Mulukuku,Nicaragua,Costa Caribe Norte
Changyon,North Korea,Hwangnam
Yong'an,China,Chongqing
Al Aaroui,Morocco,Oriental
Beberibe,Brazil,Ceara
Malabang,Philippines,Lanao del Sur
Obidos,Brazil,Para
Panay,Philippines,Capiz
McLean,United States,Virginia
Libertador General San Martin,Argentina,Jujuy
Song Doc,Vietnam,Ca Mau
Santa Rosa,Ecuador,El Oro
Rheda-Wiedenbruck,Germany,North Rhine-Westphalia
Coral Gables,United States,Florida
Monopoli,Italy,Puglia
Agustin Codazzi,Colombia,Cesar
Martigues,France,Provence-Alpes-Cote d’Azur
Lecco,Italy,Lombardy
Bantval,India,Karnataka
Farajok,South Sudan,Eastern Equatoria
San Benedetto del Tronto,Italy,Marche
Wejherowo,Poland,Pomorskie
Lincoln,United States,California
Nikaweratiya,Sri Lanka,North Western
Lesnoy,Russia,Sverdlovskaya Oblast’
Saray,Turkey,Tekirdağ
Freising,Germany,Bavaria
Alsdorf,Germany,North Rhine-Westphalia
Verrettes,Haiti,Artibonite
Jeffersonville,United States,Indiana
La Libertad,Guatemala,Huehuetenango
Porto Nacional,Brazil,Tocantins
Tunuyan,Argentina,Mendoza
Guntakal Junction,India,Andhra Pradesh
Ceres,United States,California
La Reja,Argentina,Buenos Aires
Washington,United States,New Jersey
Kifisia,Greece,Attiki
Dachau,Germany,Bavaria
Sungurlu,Turkey,Çorum
Vich,Spain,Catalonia
Libona,Philippines,Bukidnon
Jaggisettigudem,India,Andhra Pradesh
Starachowice,Poland,Świętokrzyskie
Huaquillas,Ecuador,El Oro
Ascoli Piceno,Italy,Marche
Biloxi,United States,Mississippi
Jales,Brazil,Sao Paulo
Lawrence,United States,Indiana
Dumingag,Philippines,Zamboanga del Sur
Iranduba,Brazil,Amazonas
Caraballeda,Venezuela,La Guaira
Santo Domingo Suchitepequez,Guatemala,Suchitepequez
Bornheim,Germany,North Rhine-Westphalia
Gooty,India,Andhra Pradesh
Al Mayadin,Syria,Dayr az Zawr
Poway,United States,California
Saint-Herblain,France,Pays de la Loire
Cedar Hill,United States,Texas
Martina Franca,Italy,Puglia
Inabanga,Philippines,Bohol
Yamaga,Japan,Kumamoto
Pedreira,Brazil,Sao Paulo
Erlin,Taiwan,Changhua
Omitama,Japan,Ibaraki
Barotac Viejo,Philippines,Iloilo
Waingapu,Indonesia,Nusa Tenggara Timur
Shuishang,Taiwan,Chiayi
Brandon,Canada,Manitoba
Orangetown,United States,New York
Sanare,Venezuela,Lara
Prudentopolis,Brazil,Parana
Lal-lo,Philippines,Cagayan
Pocoes,Brazil,Bahia
Matay,Egypt,Al Minya
Portage,United States,Michigan
Rowland Heights,United States,California
Niagara Falls,United States,New York
Jasdan,India,Gujarat
Suwa,Japan,Nagano
Ami,Japan,Ibaraki
Bacolor,Philippines,Pampanga
Horsholm,Denmark,Hovedstaden
Kozlu,Turkey,Zonguldak
Nyaungu,Myanmar,Mandalay
Boucan Carre,Haiti,Centre
Shadegan,Iran,Khuzestan
Garmsar,Iran,Semnan
Settimo Torinese,Italy,Piedmont
Congonhas,Brazil,Minas Gerais
'Ain Azel,Algeria,Setif
New Washington,Philippines,Aklan
Rimouski,Canada,Quebec
Masagua,Guatemala,Escuintla
Cuxhaven,Germany,Lower Saxony
Angol,Chile,Araucania
Begoro,Ghana,Eastern
Wakema,Myanmar,Ayeyarwady
Leiktho,Myanmar,Kayin State
Voluntari,Romania,Bucuresti
Giddarbaha,India,Punjab
Jalandhar Cantonment,India,Punjab
Nangal Township,India,Punjab
Namtu,Myanmar,Shan State
Siocon,Philippines,Zamboanga del Norte
Dublin,United States,Ohio
El Dorado Hills,United States,California
Gumia,India,Jharkhand
Dongshan,China,Guangdong
Straubing,Germany,Bavaria
Barnstable,United States,Massachusetts
Homnabad,India,Karnataka
Bokaro,India,Jharkhand
Corato,Italy,Puglia
Oamishirasato,Japan,Chiba
Mangapet,India,Andhra Pradesh
Zutphen,Netherlands,Gelderland
Sanmu,Japan,Chiba
Helsingor,Denmark,Hovedstaden
Ridderkerk,Netherlands,Zuid-Holland
Beveren,Belgium,Flanders
Kurganinsk,Russia,Krasnodarskiy Kray
Saint-Priest,France,Auvergne-Rhone-Alpes
Mahayag,Philippines,Zamboanga del Sur
Gava,Spain,Catalonia
Soest,Germany,North Rhine-Westphalia
Duyen Hai,Vietnam,Tra Vinh
San Pedro Mixtepec,Mexico,Oaxaca
Vite,India,Maharashtra
West Orange,United States,New Jersey
Hoskote,India,Karnataka
Tuba,Philippines,Baguio
Tibigan,Philippines,Bohol
Ishigaki,Japan,Okinawa
Dornbirn,Austria,Vorarlberg
Babaeski,Turkey,Kırklareli
Itapage,Brazil,Ceara
Evreux,France,Normandie
Kolobrzeg,Poland,Zachodniopomorskie
Hojai,India,Assam
Damavand,Iran,Tehran
Mooresville,United States,North Carolina
Spring Hill,United States,Tennessee
Aubagne,France,Provence-Alpes-Cote d’Azur
Sadaseopet,India,Andhra Pradesh
Longtoushan Jiezi,China,Yunnan
Kalima,Congo (Kinshasa),Maniema
Ibipora,Brazil,Parana
Chinchina,Colombia,Caldas
Decin,Czechia,Ústecký Kraj
Roswell,United States,New Mexico
Tarnobrzeg,Poland,Podkarpackie
Durham,United Kingdom,Durham
Xique-Xique,Brazil,Bahia
Inhumas,Brazil,Goias
Lilh,India,Jammu and Kashmir
Campi Bisenzio,Italy,Tuscany
Ash Shaykh Badr,Syria,TarTus
Pangkou,China,Hebei
Kefamenanu,Indonesia,Nusa Tenggara Timur
Zhujiacun,China,Yunnan
Rio Grande da Serra,Brazil,Sao Paulo
Beypazari,Turkey,Ankara
Titao,Burkina Faso,Nord
Bhatkal,India,Karnataka
Can,Turkey,Çanakkale
Zawiercie,Poland,Śląskie
Leesburg,United States,Virginia
Brianka,Ukraine,Luhanska Oblast
Turda,Romania,Cluj
Joshimath,India,Uttarakhand
Finike,Turkey,Antalya
Donetsk,Russia,Rostovskaya Oblast’
Rancho Santa Margarita,United States,California
Tuckahoe,United States,Virginia
Alta Gracia,Argentina,Cordoba
Balimbing,Philippines,Tawi-Tawi
Shimotsucho-kominami,Japan,Wakayama
Titusville,United States,Florida
Paterno,Italy,Sicilia
Glenview,United States,Illinois
Yongping,China,Shaanxi
Kashira,Russia,Moskovskaya Oblast’
Shelekhov,Russia,Irkutskaya Oblast’
Vila Verde,Portugal,Braga
Ena,Japan,Gifu
Mengmeng,China,Yunnan
Perth,United Kingdom,Perth and Kinross
Carepa,Colombia,Antioquia
Tobias Barreto,Brazil,Sergipe
Saint-Malo,France,Bretagne
Skierniewice,Poland,Lodzkie
Wauwatosa,United States,Wisconsin
Okaya,Japan,Nagano
Stillwater,United States,Oklahoma
Otradnyy,Russia,Samarskaya Oblast’
Tonami,Japan,Toyama
Pallipalaiyam,India,Tamil Nadu
Stade,Germany,Lower Saxony
Bhamo,Myanmar,Kachin State
Minot,United States,North Dakota
Santa Cruz do Rio Pardo,Brazil,Sao Paulo
Basoko,Congo (Kinshasa),Tshopo
Higashine,Japan,Yamagata
San Francisco,Guatemala,Peten
Diamantina,Brazil,Minas Gerais
Ban Plai Bua Phatthana,Thailand,Pathum Thani
Mattanur,India,Kerala
Santana do Ipanema,Brazil,Alagoas
Mit Salsil,Egypt,Ad Daqahliyah
Takeocho-takeo,Japan,Saga
Soest,Netherlands,Utrecht
Wilson,United States,North Carolina
Charleville-Mezieres,France,Grand Est
Golpayegan,Iran,Esfahan
Pativilca,Peru,Lima
Vigia,Brazil,Para
Rio de Mouro,Portugal,Lisboa
Jiquilisco,El Salvador,Usulutan
Pakenham,Australia,Victoria
Lousada,Portugal,Porto
Dumka,India,Jharkhand
Talisay,Philippines,Batangas
Agueda,Portugal,Aveiro
Rio Cauto,Cuba,Granma
Kuilsrivier,South Africa,Western Cape
Yecun,China,Shaanxi
Hennef,Germany,North Rhine-Westphalia
Malinao,Philippines,Albay
Media,Romania,Sibiu
Ono,Japan,HyOgo
Guroymak,Turkey,Bitlis
Luwuk,Indonesia,Sulawesi Tengah
Newark,United States,California
Penco,Chile,Biobio
Sogod,Philippines,Southern Leyte
Herzogenrath,Germany,North Rhine-Westphalia
Vyshniy Volochek,Russia,Tverskaya Oblast’
Al Madrah Sama'il,Oman,Ad Dakhiliyah
Ambatondrazaka,Madagascar,Toamasina
Vuyyuru,India,Andhra Pradesh
Hitachi-ota,Japan,Ibaraki
Amahai,Indonesia,Maluku
Pilar,Philippines,Capiz
Kikugawa,Japan,Shizuoka
Umarkhed,India,Maharashtra
Roseville,United States,Michigan
Oberursel,Germany,Hesse
Snizhne,Ukraine,Donetska Oblast
Ipiau,Brazil,Bahia
Ban Bang Mae Nang,Thailand,Nonthaburi
Rieti,Italy,Lazio
`Amuda,Syria,Al Hasakah
San Lorenzo,Argentina,Corrientes
Jitaicun,China,Hebei
Vikramasingapuram,India,Tamil Nadu
Chaidari,Greece,Attiki
Bunawan,Philippines,Agusan del Sur
Manapparai,India,Tamil Nadu
Catriel,Argentina,Rio Negro
Brive-la-Gaillarde,France,Nouvelle-Aquitaine
Donggang,Taiwan,Pingtung
Kutno,Poland,Lodzkie
Punalur,India,Kerala
La Vega,Colombia,Cauca
Chenalho,Mexico,Chiapas
Monroe,United States,New Jersey
Carcassonne,France,Occitanie
Livny,Russia,Orlovskaya Oblast’
Azna,Iran,Lorestan
Cunen,Guatemala,Quiche
Poso,Indonesia,Sulawesi Tengah
Capao Bonito,Brazil,Sao Paulo
Isabel,Philippines,Leyte
Landau,Germany,Rhineland-Palatinate
Nandikotkur,India,Andhra Pradesh
Santa Ana Chiautempan,Mexico,Tlaxcala
Mela Gudalur,India,Tamil Nadu
Pilar,Philippines,Bataan
Nanto,Japan,Toyama
Atalaia,Brazil,Alagoas
Qingyuan,China,Guangxi
Mataquescuintla,Guatemala,Jalapa
Borgne,Haiti,Nord
San Andres de Sotavento,Colombia,Cordoba
Sumisip,Philippines,Basilan
East Lansing,United States,Michigan
Sanski Most,Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of"
Chaparral,Colombia,Tolima
Liulin,China,Shaanxi
Jobabo,Cuba,Las Tunas
Villa Constitucion,Argentina,Santa Fe
Gosen,Japan,Niigata
Paracambi,Brazil,Rio de Janeiro
Perinton,United States,New York
General Martin Miguel de Guemes,Argentina,Salta
Mentor,United States,Ohio
Tangdukou,China,Hunan
Bothell,United States,Washington
Daxiang,China,Guangdong
Yehe,China,Hebei
Ouled Moussa,Algeria,Boumerdes
Talghar,Kazakhstan,
Kingisepp,Russia,Leningradskaya Oblast’
Yabrud,Syria,Rif Dimashq
Aquidauana,Brazil,Mato Grosso do Sul
Videira,Brazil,Santa Catarina
Tomioka,Japan,Gunma
Albuera,Philippines,Leyte
Fellbach,Germany,Baden-Wurttemberg
Sowme`eh Sara,Iran,Gilan
Bairagnia,India,Bihar
Ayapel,Colombia,Cordoba
Ayungon,Philippines,Negros Oriental
Haeryong,South Korea,Jeonnam
Kampli,India,Karnataka
Saravena,Colombia,Arauca
As Sa`diyah,Iraq,Diyala
San Luis Obispo,United States,California
Kasumbalesa,Congo (Kinshasa),Haut-Katanga
Waspan,Nicaragua,Costa Caribe Norte
Burleson,United States,Texas
Selu,India,Maharashtra
Douz,Tunisia,Kebili
Zarinsk,Russia,Altayskiy Kray
East Providence,United States,Rhode Island
Huatan,Taiwan,Changhua
Marhanets,Ukraine,Dnipropetrovska Oblast
Padra,India,Gujarat
Middletown,United States,Connecticut
Schwerte,Germany,North Rhine-Westphalia
Urrao,Colombia,Antioquia
Tres Arroyos,Argentina,Buenos Aires
Dulmen,Germany,North Rhine-Westphalia
Prievidza,Slovakia,Nitra
Egg Harbor,United States,New Jersey
Blois,France,Centre-Val de Loire
Nysa,Poland,Opolskie
Qiutouzhen,China,Hebei
Calimaya,Mexico,Mexico
Ha Tien,Vietnam,Kiến Giang
Saranambana,Madagascar,Toamasina
Neunkirchen,Germany,Saarland
Banisilan,Philippines,Cotabato
Norala,Philippines,South Cotabato
Noboribetsu,Japan,HokkaidO
Al Qusayr,Syria,Hims
Dracena,Brazil,Sao Paulo
Guajara-Mirim,Brazil,Rondonia
Frosinone,Italy,Lazio
Kabasalan,Philippines,Zamboanga Sibugay
Fujiyoshida,Japan,Yamanashi
Punal,Dominican Republic,Cibao Norte
Garhwa,India,Jharkhand
Wangtan,China,Hebei
Sanuki,Japan,Kagawa
Tuy,Philippines,Batangas
Roldanillo,Colombia,Valle del Cauca
Filderstadt,Germany,Baden-Wurttemberg
Fastiv,Ukraine,Kyivska Oblast
Nanzhuangzhen,China,Yunnan
Rondon do Para,Brazil,Tocantins
Quva,Uzbekistan,Farg‘ona
Yashan,China,Guangdong
Bebandem,Indonesia,Bali
Valencia,Colombia,Cordoba
Agrinio,Greece,Dytiki Ellada
Cornelio Procopio,Brazil,Parana
Obra,India,Uttar Pradesh
Veldhoven,Netherlands,Noord-Brabant
Sumpango,Guatemala,Sacatepequez
Dongzhuosu,China,Hebei
Melle,Germany,Lower Saxony
San Rafael,Costa Rica,Heredia
Brea,United States,California
Ciudad Serdan,Mexico,Puebla
Lohja,Finland,Uusimaa
Borca,Serbia,Beograd
Salina,United States,Kansas
Potomac,United States,Maryland
Labrea,Brazil,Amazonas
Marechal Candido Rondon,Brazil,Parana
Hyvinkaa,Finland,Uusimaa
Wodzislaw Slaski,Poland,Śląskie
Lukavac,Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of"
